hs_code,year,flow,c_initial_rows,c_valid_country_rows,c_valid_value_rows,uv_type,c_valid_weight_rows,c_fail_reason_non_kg_uv,skip_reason,source_file,d_initial_rows,d_outliers_removed,d_outlier_rate,d_rows_after_outliers,d_z_outliers,d_uv_eq1_removed,d_uv_eq1_share,t_method,t_modality_decision,t_modality_votes,t_sample_capped,t_sample_used,t_sample_original,t_borderline,t_SI_P,t_SI_decision,t_HH_P,t_HH_decision,norm_loc,norm_scale,norm_loglik,norm_mean,norm_median,norm_mode,norm_variance,norm_sample_variance,norm_skew,norm_kurtosis,norm_aic,norm_bic,skewnorm_a,skewnorm_loc,skewnorm_scale,skewnorm_loglik,skewnorm_mean,skewnorm_median,skewnorm_mode,skewnorm_variance,skewnorm_sample_variance,skewnorm_skew,skewnorm_kurtosis,skewnorm_aic,skewnorm_bic,t_df,t_loc,t_scale,t_loglik,t_mean,t_median,t_mode,t_variance,t_sample_variance,t_skew,t_kurtosis,t_aic,t_bic,gennorm_beta,gennorm_loc,gennorm_scale,gennorm_loglik,gennorm_mean,gennorm_median,gennorm_mode,gennorm_variance,gennorm_sample_variance,gennorm_skew,gennorm_kurtosis,gennorm_aic,gennorm_bic,johnsonsu_a,johnsonsu_b,johnsonsu_loc,johnsonsu_scale,johnsonsu_loglik,johnsonsu_mean,johnsonsu_median,johnsonsu_mode,johnsonsu_variance,johnsonsu_sample_variance,johnsonsu_skew,johnsonsu_kurtosis,johnsonsu_aic,johnsonsu_bic,logistic_loc,logistic_scale,logistic_loglik,logistic_mean,logistic_median,logistic_mode,logistic_variance,logistic_sample_variance,logistic_skew,logistic_kurtosis,logistic_aic,logistic_bic,best_fit_name,ci_mean_lower,ci_mean_upper,ci_median_lower,ci_median_upper,ci_mode_lower,ci_mode_upper,ci_variance_lower,ci_variance_upper,q_c_initial_rows,q_c_valid_country_rows,q_c_valid_value_rows,q_uv_type_2,q_c_top_unit,q_c_top_unit_share,q_c_valid_top_unit_rows,q_d_initial_rows,q_d_outliers_removed,q_d_outlier_rate,q_d_rows_after_outliers,q_d_z_outliers,q_d_uv_eq1_removed,q_d_uv_eq1_share,q_t_method,q_t_modality_decision,q_t_modality_votes,q_t_sample_capped,q_t_sample_used,q_t_sample_original,q_t_borderline,q_t_SI_P,q_t_SI_decision,q_t_HH_P,q_t_HH_decision,q_norm_loc,q_norm_scale,q_norm_loglik,q_norm_mean,q_norm_median,q_norm_mode,q_norm_variance,q_norm_sample_variance,q_norm_skew,q_norm_kurtosis,q_norm_aic,q_norm_bic,q_skewnorm_a,q_skewnorm_loc,q_skewnorm_scale,q_skewnorm_loglik,q_skewnorm_mean,q_skewnorm_median,q_skewnorm_mode,q_skewnorm_variance,q_skewnorm_sample_variance,q_skewnorm_skew,q_skewnorm_kurtosis,q_skewnorm_aic,q_skewnorm_bic,q_t_df,q_t_loc,q_t_scale,q_t_loglik,q_t_mean,q_t_median,q_t_mode,q_t_variance,q_t_sample_variance,q_t_skew,q_t_kurtosis,q_t_aic,q_t_bic,q_gennorm_beta,q_gennorm_loc,q_gennorm_scale,q_gennorm_loglik,q_gennorm_mean,q_gennorm_median,q_gennorm_mode,q_gennorm_variance,q_gennorm_sample_variance,q_gennorm_skew,q_gennorm_kurtosis,q_gennorm_aic,q_gennorm_bic,q_johnsonsu_a,q_johnsonsu_b,q_johnsonsu_loc,q_johnsonsu_scale,q_johnsonsu_loglik,q_johnsonsu_mean,q_johnsonsu_median,q_johnsonsu_mode,q_johnsonsu_variance,q_johnsonsu_sample_variance,q_johnsonsu_skew,q_johnsonsu_kurtosis,q_johnsonsu_aic,q_johnsonsu_bic,q_logistic_loc,q_logistic_scale,q_logistic_loglik,q_logistic_mean,q_logistic_median,q_logistic_mode,q_logistic_variance,q_logistic_sample_variance,q_logistic_skew,q_logistic_kurtosis,q_logistic_aic,q_logistic_bic,q_best_fit_name,q_ci_mean_lower,q_ci_mean_upper,q_ci_median_lower,q_ci_median_upper,q_ci_mode_lower,q_ci_mode_upper,q_ci_variance_lower,q_ci_variance_upper,q_cs_n_samples,q_cs_optimal_components,q_cs_bic_best_components,q_cs_bic_at_optimal_components,q_cs_bic_at_best_components,q_cs_l_shape_adjustment,q_cs_tick_shape_adjustment,q_cs_converged_early,q_cs_threshold,q_cs_n_init,q_cs_reg_covar,q_gmm_components,q_gmm_samples,q_gmm_reg_covar,q_gmm_n_init,q_gmm_c1_mean,q_gmm_c1_proportion,q_gmm_c1_covariance,q_gmm_c1_mean_ci_lower,q_gmm_c1_mean_ci_upper,q_gmm_c1_country1,q_gmm_c1_country2,q_gmm_c1_country3,q_gmm_c2_mean,q_gmm_c2_proportion,q_gmm_c2_covariance,q_gmm_c2_mean_ci_lower,q_gmm_c2_mean_ci_upper,q_gmm_c2_country1,q_gmm_c2_country2,q_gmm_c2_country3,q_gmm_c3_mean,q_gmm_c3_proportion,q_gmm_c3_covariance,q_gmm_c3_mean_ci_lower,q_gmm_c3_mean_ci_upper,q_gmm_c3_country1,q_gmm_c3_country2,q_gmm_c3_country3,q_gmm_c4_mean,q_gmm_c4_proportion,q_gmm_c4_covariance,q_gmm_c4_mean_ci_lower,q_gmm_c4_mean_ci_upper,q_gmm_c4_country1,q_gmm_c4_country2,q_gmm_c4_country3,cs_n_samples,cs_optimal_components,cs_bic_best_components,cs_bic_at_optimal_components,cs_bic_at_best_components,cs_l_shape_adjustment,cs_tick_shape_adjustment,cs_converged_early,cs_threshold,cs_n_init,cs_reg_covar,gmm_components,gmm_samples,gmm_reg_covar,gmm_n_init,gmm_c1_mean,gmm_c1_proportion,gmm_c1_covariance,gmm_c1_mean_ci_lower,gmm_c1_mean_ci_upper,gmm_c1_country1,gmm_c1_country2,gmm_c1_country3,gmm_c2_mean,gmm_c2_proportion,gmm_c2_covariance,gmm_c2_mean_ci_lower,gmm_c2_mean_ci_upper,gmm_c2_country1,gmm_c2_country2,gmm_c2_country3,gmm_c3_mean,gmm_c3_proportion,gmm_c3_covariance,gmm_c3_mean_ci_lower,gmm_c3_mean_ci_upper,gmm_c3_country1,gmm_c3_country2,gmm_c3_country3,gmm_c4_mean,gmm_c4_proportion,gmm_c4_covariance,gmm_c4_mean_ci_lower,gmm_c4_mean_ci_upper,gmm_c4_country1,gmm_c4_country2,gmm_c4_country3,gmm_c5_mean,gmm_c5_proportion,gmm_c5_covariance,gmm_c5_mean_ci_lower,gmm_c5_mean_ci_upper,gmm_c5_country1,gmm_c5_country2,gmm_c6_mean,gmm_c6_proportion,gmm_c6_covariance,gmm_c6_mean_ci_lower,gmm_c6_mean_ci_upper,gmm_c6_country1,gmm_c6_country2,gmm_c6_country3,gmm_c5_country3
010410,2010,x,1675,1509,428,USD/kg,385,None,,report_010410_2010_x.parquet,385,16,4.1558441558441555,369,16,0,0.0052,SI+HH,unimodal,0,False,369,369,False,0.238,fail to reject,0.154,fail to reject,0.6415747183531221,0.7716937866467505,-427.95552709559155,0.6415747183531221,0.6415747183531221,0.6415747212373163,0.5955113003492004,0.5971295375784103,0.0,0.0,859.9110541911831,867.7326474792642,2.0589312501364025,-0.15054472245039174,1.1058787808183075,-420.43330620879567,0.643156465801116,0.5765182655600893,0.43337584041381116,0.5930063016323309,0.5971295375784103,0.4699434045704224,0.3195804630363997,846.8666124175913,858.5990023497129,14.886817993654384,0.6201271805475952,0.7182389568683971,-426.65060868196167,0.6201271805475952,0.6201271805475952,0.6201269139458176,0.5959284213235085,0.5971295375784103,0.0,0.551125223503987,859.3012173639233,871.0336072960449,1.762053748183507,0.6280860333919269,1.0135542643453264,-427.2696542008582,0.6280860333919269,0.6280860333919269,0.6280846001331865,0.5953557789099759,0.5971295375784103,0.0,0.285112124304288,860.5393084017164,872.271698333838,-1.6465442825341026,2.6890155256802264,-0.48786199737902736,1.619933356342881,-419.56251670209906,0.6427556124433894,0.5672167876251956,0.43703046241062277,0.6076665187769683,0.5971295375784103,0.6882297580131188,1.3385891217678205,847.1250334041981,862.7682199803602,0.6028532967033335,0.43474820055953034,-427.7015487171383,0.6028532967033335,0.6028532967033335,0.6028529909854143,0.6218048095349863,0.5971295375784103,0.0,1.2,859.4030974342766,867.2246907223576,skewnorm,0.5704871175636893,0.7156725816292013,0.4824308938921874,0.6591568210353305,0.15075752705939122,0.5947517303136255,0.5129613494785263,0.6976419839791799,1675,1509,428,USD/u,Number of items (u),0.5059,214,214,17,7.943925233644859,197,17,0,0.0,SI+HH,unimodal,0,False,197,197,False,0.82,fail to reject,0.91,fail to reject,4.364890906721599,0.42666614976979944,-111.73546686509351,4.364890906721599,4.364890906721599,4.3648912372391315,0.18204400335938492,0.18297279929489202,0.0,0.0,227.47093373018703,234.037341187663,-0.8778021453068322,4.629077596639571,0.5018348912179705,-111.59860937923631,4.364930952489222,4.372276409894149,4.387078180810027,0.18206480842786116,0.18297279929489202,-0.10182624060556812,0.0415909738912586,229.19721875847262,239.04682994468658,3292.4394645973925,4.364901665732873,0.42653759509483624,-111.7356541058546,4.364901665732873,4.364901665732873,4.364901998136806,0.18204490362882494,0.18297279929489202,0.0,0.001824573650996062,229.4713082117092,239.32091939792315,1.7014389858999528,4.370782526492077,0.5478594299835197,-111.32118554098832,4.370782526492077,4.370782526492077,4.370782814727164,0.18232955515057972,0.18297279929489202,0.0,0.3765338683067876,228.64237108197665,238.4919822681906,4.819492807972808,12.706790140638741,6.327628449298866,5.037194714856616,-111.62106135225756,4.364890448578743,4.370959046381576,4.3830085154617935,0.18205725867223774,0.18297279929489202,-0.08598871642082048,0.03487494788448764,231.2421227045151,244.37493761946706,4.37244083942326,0.24113064849215976,-112.66642773229387,4.37244083942326,4.37244083942326,4.372440971189964,0.19128605869001328,0.18297279929489202,0.0,1.2,229.33285546458774,235.8992629220637,norm,4.308130818961207,4.42568451249941,4.308130818961207,4.42568451249941,4.308130818961207,4.42568451249941,0.1469015075847796,0.21948592280541884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
010420,2010,m,398,380,141,USD/kg,92,count 67 < 200,Too few kg-based and non-kg-based records,report_010420_2010_m.parquet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
010420,2010,x,523,467,205,USD/kg,150,count 64 < 200,Too few kg-based and non-kg-based records,report_010420_2010_x.parquet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
010511,2010,m,3786,3646,916,USD/kg,677,None,,report_010511_2010_m.parquet,677,19,2.806499261447563,658,19,0,0.0487,SI+HH,unimodal,1,False,658,658,True,0.234,fail to reject,0.004,reject,2.9761589398096877,2.1680251591289204,-1442.832935733182,2.9761589398096877,2.9761589398096877,2.9761575772320708,4.70033309061598,4.707487326674758,0.0,0.0,2889.665871466364,2898.6442813290146,1.4384005135534932,1.108560885548205,2.8615290588540505,-1436.7758337062435,2.983209553583576,2.877122217631533,2.658565354559546,4.674040926099356,4.707487326674758,0.279823591745212,0.16009038370906395,2879.551667412487,2893.019282206463,5.5459005226891165,2.8911230291935093,1.7753837747401566,-1434.6665127470114,2.8911230291935093,2.8911230291935093,2.8911233681020194,4.929808175934508,4.707487326674758,0.0,3.881232920190047,2875.333025494023,2888.8006402879987,1.0477892845564982,2.879767459315262,1.6988093053888167,-1420.5259842746443,2.879767459315262,2.879767459315262,2.8797691495333253,4.9650663374024475,4.707487326674758,0.0,2.624998979277515,2847.0519685492886,2860.5195833432645,-0.3265571137279898,1.6396826789563463,2.2724196982946188,2.9199330472051486,-1430.0027848163463,2.9774480406460904,2.8578017970577125,2.69859677130272,4.93078349587022,4.707487326674758,0.5243748330971345,3.2175246830426385,2868.0055696326926,2885.9623893579937,2.9033612946948235,1.186163375052352,-1433.2307621103414,2.9033612946948235,2.9033612946948235,2.90336151746226,4.6287903533980845,4.707487326674758,0.0,1.2,2870.461524220683,2879.4399340833334,gennorm,2.7547302823760917,2.935944010274357,2.7547302823760917,2.935944010274357,2.7547302891999226,2.9359455742007396,4.326049405210741,5.657415709876809,3786,3646,916,USD/u,Number of items (u),0.5533,436,436,7,1.6055045871559634,429,7,0,0.0,SI+HH,multimodal,2,False,429,429,False,0.018,reject,0.0,reject,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,429,4,5,1377.3762,1372.9827,4,None,True,0.2,10,0.001,4,429,0.001,10,1.721,0.4472,0.7593,1.5977,1.8443,NLD (15.96%),GBR (12.23%),ZAF (11.7%),-0.2688,0.236,0.0314,-0.3033,-0.2343,PRT (22.22%),MYS (12.96%),NLD (12.96%),-0.8912,0.2283,0.015,-0.9154,-0.867,CZE (31.73%),PRT (16.35%),NLD (13.46%),-1.7354,0.0885,0.9598,-2.047,-1.4238,FRA (75.86%),PRT (13.79%),DEU (6.9%),658,6,6,2815.4961,2815.4961,None,None,True,0.2,10,0.001,6,658,0.001,10,2.8768,0.2851,0.1047,2.8305,2.9231,PRT (9.76%),BEL (8.29%),BRB (8.29%),4.6127,0.2587,0.5917,4.4971,4.7283,USA (20.86%),FRA (16.56%),GBR (14.72%),1.79,0.2494,0.3202,1.7034,1.8766,CZE (20.0%),ZAF (16.77%),FRA (16.13%),0.0319,0.0985,0.0623,-0.0289,0.0926,BRA (43.08%),FRA (20.0%),ZAF (12.31%),7.6757,0.0751,0.9443,7.4048,7.9466,ZAF (91.67%),FRA (8.33%),-1.9168,0.0332,0.2336,-2.1196,-1.714,GBR (36.36%),BEL (18.18%),NLD (18.18%),
010511,2010,x,8723,6082,918,USD/kg,760,None,,report_010511_2010_x.parquet,760,56,7.368421052631578,704,56,0,0.0,SI+HH,multimodal,2,False,704,704,False,0.046,reject,0.0,reject,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8723,6082,918,USD/u,Number of items (u),0.8148,695,695,14,2.014388489208633,681,14,0,0.0,SI+HH,multimodal,2,False,681,681,False,0.002,reject,0.0,reject,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,681,3,8,1674.9971,1643.6718,3,None,True,0.2,10,0.001,3,681,0.001,10,1.2808,0.4855,0.8185,1.1833,1.3783,BOL (8.28%),ECU (8.28%),MAR (7.01%),-0.3211,0.3098,0.016,-0.3382,-0.3041,PRY (13.06%),PRT (12.61%),CMR (6.31%),-0.8563,0.2047,0.0171,-0.878,-0.8346,PRY (15.86%),NLD (11.03%),CZE (10.34%),,,,,,,,,704,4,5,2378.1587,2373.4722,4,None,True,0.2,10,0.001,4,704,0.001,10,2.6706,0.571,0.2202,2.6248,2.7165,PRY (14.39%),PRT (8.54%),POL (6.1%),4.2878,0.2243,0.0873,4.2417,4.3339,BOL (16.25%),MAR (13.75%),ECU (11.25%),0.4867,0.1296,0.715,0.3132,0.6603,TZA (33.33%),POL (15.48%),CZE (11.9%),5.6105,0.0752,0.289,5.4657,5.7553,VEN (20.0%),CHL (18.0%),COL (18.0%),,,,,,,,,,,,,,,,
010512,2010,m,748,683,87,USD/kg,45,count 32 < 200,Too few kg-based and non-kg-based records,report_010512_2010_m.parquet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
010512,2010,x,1085,848,97,USD/kg,81,count 74 < 200,Too few kg-based and non-kg-based records,report_010512_2010_x.parquet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
010513,2010,m,1,1,1,USD/kg,1,No non-kg alternative units found,Too few kg-based and non-kg-based records,report_010513_2010_m.parquet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
010513,2010,x,0,0,0,USD/kg,0,No non-kg alternative units found,Too few kg-based and non-kg-based records,report_010513_2010_x.parquet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
010514,2010,m,60,60,60,USD/kg,0,No non-kg alternative units found,Too few kg-based and non-kg-based records,report_010514_2010_m.parquet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
010514,2010,x,0,0,0,USD/kg,0,No non-kg alternative units found,Too few kg-based and non-kg-based records,report_010514_2010_x.parquet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
010515,2010,m,24,24,24,USD/kg,4,No non-kg alternative units found,Too few kg-based and non-kg-based records,report_010515_2010_m.parquet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
010515,2010,x,1,1,1,USD/kg,1,No non-kg alternative units found,Too few kg-based and non-kg-based records,report_010515_2010_x.parquet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
010594,2010,m,807,768,143,USD/kg,73,count 108 < 200,Too few kg-based and non-kg-based records,report_010594_2010_m.parquet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
010594,2010,x,1003,920,169,USD/kg,135,count 102 < 200,Too few kg-based and non-kg-based records,report_010594_2010_x.parquet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
010599,2010,m,652,625,241,USD/kg,163,count 95 < 200,Too few kg-based and non-kg-based records,report_010599_2010_m.parquet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
010599,2010,x,677,592,104,USD/kg,86,count 50 < 200,Too few kg-based and non-kg-based records,report_010599_2010_x.parquet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
010611,2010,m,568,512,67,USD/kg,52,count 39 < 200,Too few kg-based and non-kg-based records,report_010611_2010_m.parquet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
010611,2010,x,477,434,66,USD/kg,56,count 22 < 200,Too few kg-based and non-kg-based records,report_010611_2010_x.parquet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
